symbol,year,layer,field,vlm_value,ref_value,detail,resolution
NRSL,2018,L2.5,total_assets,2778427654.0,2778.0,summary-vs-audited,
NRSL,2019,L2.5,revenue,4887142248.0,4887.0,summary-vs-audited,
NRSL,2019,L2.5,total_assets,3052347436.0,3052.0,summary-vs-audited,
NRSL,2020,L2.5,revenue,4499104712.0,4883.0,summary-vs-audited,
NRSL,2020,L2.5,total_assets,3529190713.0,3052.0,summary-vs-audited,
NRSL,2021,L2.5,revenue,6277703001.0,4499.0,summary-vs-audited,
NRSL,2021,L2.5,total_assets,4303331960,3529.0,summary-vs-audited,
NRSL,2022,L2.5,revenue,8271380512.0,6278.0,summary-vs-audited,
NRSL,2022,L2.5,total_assets,5963417444,4303.0,summary-vs-audited,
NRSL,2023,L2.5,revenue,9370907642.0,8271.0,summary-vs-audited,
NRSL,2023,L2.5,total_assets,5725020283,5963.0,summary-vs-audited,
NRSL,2025,L5,current_assets,5507021750,2532.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
NRSL,2025,L5,current_liabilities,3235464356,1758.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
NRSL,2025,L5,gross_profit,935238792,1075.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
NRSL,2025,L5,net_income,249472038,127.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
NRSL,2025,L5,revenue,9258813518,4499.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
NRSL,2025,L5,total_assets,6775666250,3529.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
NRSL,2025,L5,total_liabilities,3367917751,1817.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
OGDC,2013,L4,current_liabilities,38740991.0,58376592.0,vs opendoors,
OGDC,2014,L4,current_liabilities,50283632.0,48045567.0,vs opendoors,
OGDC,2022,L2.5,net_income,133783747,63.8,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
OGDC,2022,L2.5,total_assets,1129983053,627.29,summary-vs-audited,
OGDC,2025,L5,gross_profit,23160793,231607939.0,VLM vs parser,
OLPL,2013,L2.5,total_assets,23094070483,89736.0,summary-vs-audited,
OLPL,2013,L2.5,total_equity,2695370226,17943.0,summary-vs-audited,
OLPL,2013,L5,current_assets,1087265712,10872265712.0,VLM vs parser,
OLPL,2014,L2.5,total_assets,24448714147,88121.0,summary-vs-audited,
OLPL,2014,L2.5,total_equity,3063929250,20357.0,summary-vs-audited,
OLPL,2015,L2.5,total_assets,28317647402,94982.0,summary-vs-audited,
OLPL,2015,L2.5,total_equity,3549029336,19240.0,summary-vs-audited,
OLPL,2016,L2.5,total_equity,4170816517,19126.0,summary-vs-audited,
OLPL,2017,L2.5,total_assets,34576560552.0,11231895.0,summary-vs-audited,
OLPL,2022,L5,current_assets,129337663,13198513793.0,VLM vs parser,
OML,2019,L3,Eq,-389280.144,355454.191,YoY x-1.1,
OML,2019,L3,Eq,-389280.144,,negative equity,
OML,2021,L5,current_assets,136234369,136.23,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
OML,2021,L5,current_liabilities,570586230,570.59,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
OML,2021,L5,total_assets,814746404,814.75,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
OML,2021,L5,total_equity,14795831,14.8,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
OML,2022,L3,Eq,242081.472,14795.831,YoY x16.4,
OML,2022,L5,current_assets,81285433,81.29,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
OML,2022,L5,current_liabilities,287142406,287.14,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
OML,2022,L5,total_assets,713792546,713.79,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
OML,2022,L5,total_equity,242081472,242.08,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
OML,2024,L5,current_assets,73938803,73.94,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
OML,2024,L5,current_liabilities,669734978,669.73,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
OML,2024,L5,total_assets,709863376,709.86,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
OML,2024,L5,total_equity,38507950,38.51,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
OML,2025,L3,Eq,269267.243,38507.95,YoY x7.0,
OML,2025,L5,current_assets,75071406,75.07,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
OML,2025,L5,current_liabilities,431070565,431.07,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
OML,2025,L5,total_assets,703080539,703.08,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
OML,2025,L5,total_equity,269267243,269.27,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ORIXM,2019,L2,total_assets,6966013.121,12175.0,prior-year overlap,
ORIXM,2019,L3,TA,6966013.121,11426.0,YoY x609.7,
ORIXM,2020,L3,TA,13067.53,6966013.121,YoY x0.0,
ORIXM,2021,L3,TA,6750292.681,13067.53,YoY x516.6,
OTSU,2019,L3,Eq,23455,202812,YoY x0.1,
PACE,2021,L2,total_assets,6913152,6803798.0,prior-year overlap,
PACE,2022,L3,Eq,-12449,,negative equity,
PACE,2022,L3,Eq,-12449,553962,YoY x-0.0,
PACE,2022,L3,Sales,1256326,214024,YoY x5.9,
PACE,2022,L5,current_assets,3153188,2140359.0,VLM vs parser,
PACE,2022,L5,current_liabilities,6667937,922168.0,VLM vs parser,
PACE,2022,L5,total_assets,6853088,7287665.0,VLM vs parser,
PACE,2022,L5,total_liabilities,6865537,7287665.0,VLM vs parser,
PACE,2023,L3,Sales,241809,1256326,YoY x0.2,
PACE,2024,L3,Sales,2056244,241809,YoY x8.5,
PACE,2024,L5,revenue,2056244,440345.0,VLM vs parser,
PACE,2025,L3,Eq,-1218252,,negative equity,
PAEL,2013,L2,revenue,16469178,18856416.0,prior-year overlap,
PAEL,2013,L2,total_equity,11157726,6545470.0,prior-year overlap,
PAEL,2013,L5,revenue,16469178,18856416.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
PAEL,2014,L1,TA=TL+Eq,32526664,27958307,,
PAEL,2014,L2.5,revenue,20518030,21283599.0,summary-vs-audited,
PAEL,2014,L5,revenue,20518030,24125716.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
PAEL,2015,L2,total_equity,19995776,13616324.0,prior-year overlap,
PAEL,2016,L2,total_equity,25511232,20840470.0,prior-year overlap,
PAEL,2018,L1,Sales-COGS=GP,6463502,2753036,,
PAEL,2020,L5,current_assets,29286312,26576312.0,VLM vs parser,
PAEL,2023,L5,current_assets,36610098,22298545.0,VLM vs parser,
PAKD,2017,L2,total_assets,1108086.345,1127610450.0,prior-year overlap,
PAKD,2018,L2,total_liabilities,375544414,375544.414,prior-year overlap,
PAKD,2018,L3,Eq,780649902,804189.214,YoY x970.7,
PAKD,2018,L3,Sales,798063305.0,660279.069,YoY x1208.7,
PAKD,2018,L3,TA,1156194316,1108086.345,YoY x1043.4,
PAKD,2019,L3,Eq,805087.733,780649902,YoY x0.0,
PAKD,2019,L3,Sales,933876.238,798063305.0,YoY x0.0,
PAKD,2019,L3,TA,1272842.099,1156194316,YoY x0.0,
PAKD,2019,L5,current_assets,1006150747,1070040201.0,VLM vs parser,
PAKD,2022,L5,current_assets,1596880594,1622321595.0,VLM vs parser,
PAKMI,2019,L3,TA,72.64,75476.932,YoY x0.0,
PAKMI,2020,L3,TA,72987.631,72.64,YoY x1004.8,
PAKMI,2020,L5,net_income,1844703,1937550.0,VLM vs parser,
PAKOXY,2015,L5,current_assets,1464469,-3436.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
PAKOXY,2015,L5,current_liabilities,1351172,1694365.0,VLM vs parser,
PAKOXY,2019,L2,cash,42452,19099.0,prior-year overlap,
PAKOXY,2019,L5,cash,42452,19099.0,VLM vs parser,
PAKOXY,2020,L2,revenue,5545137,6143995.0,prior-year overlap,
PAKOXY,2021,L5,revenue,7005454,7758276.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
PAKRI,2014,L2.5,total_assets,17621342566.0,17621.0,summary-vs-audited,
PAKRI,2015,L2.5,total_assets,17388550049,17388.0,summary-vs-audited,
PAKRI,2020,L5,net_income,1391439231,1392.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
PAKRI,2021,L2,net_income,2589586.463,15962349.0,prior-year overlap,
PAKRI,2021,L2,total_assets,46805551.289,456613640.0,prior-year overlap,
PAKRI,2021,L2,total_liabilities,33733356.673,100663982.0,prior-year overlap,
PAKRI,2022,L3,Eq,386905042,13072194.616,YoY x29.6,
PAKRI,2022,L3,TA,539612841,46805551.289,YoY x11.5,
PAKRI,2025,L2.5,total_assets,1208555052.0,76355001422.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
PAKRI,2025,L3,TA,1208555052.0,69079964.04,YoY x17.5,
PASL,2015,L3,Sales,9792.657,184.547,YoY x53.1,
PASL,2021,L3,Eq,-552514.586,,negative equity,
PASL,2022,L3,Eq,-560840.31,,negative equity,
PASL,2023,L3,Eq,-563436.073,,negative equity,
PASL,2024,L3,Eq,-562277.518,,negative equity,
PASL,2025,L3,Eq,-554193.44,,negative equity,
PCAL,2013,L2,net_income,176982,172929.0,prior-year overlap,
PECO,2018,L5,current_assets,1091553,1016313.0,VLM vs parser,
PECO,2018,L5,current_liabilities,425812,2690415.0,VLM vs parser,
PECO,2019,L3,Sales,249636,1424449,YoY x0.2,
PECO,2023,L2,cash,27729,15040.0,prior-year overlap,
PECO,2024,L5,current_assets,270293,585019.0,VLM vs parser,
PECO,2025,L5,current_assets,242328,557053.0,VLM vs parser,
PGCL,2013,L5,current_liabilities,188027,410389.0,VLM vs parser,
PGLC,2013,L1,TA=TL+Eq,910210092,865655773,,
PGLC,2014,L1,TA=TL+Eq,1209129300,1166802697,,
PGLC,2015,L1,TA=TL+Eq,1500757911,1458808306,,
PHDL,2017,L5,current_assets,110957,112864.0,VLM vs parser,
PHDL,2018,L3,Eq,4641120,4641120,exact repeat,
PHDL,2018,L3,Sales,416798,416798,exact repeat,
PHDL,2018,L3,TA,5017650,5017650,exact repeat,
PHDL,2018,L5,current_assets,110957,112864.0,VLM vs parser,
PHDL,2025,L3,Sales,78266,728524,YoY x0.1,
PIAA,2014,L3,Eq,-143881279,,negative equity,
PIAA,2017,L3,Eq,-291471632,,negative equity,
PIAA,2018,L3,Eq,-356763631,,negative equity,
PIAA,2019,L2.5,total_assets,154709232.0,998542.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
PIAA,2019,L3,Eq,-423258057,,negative equity,
PIAA,2020,L3,Eq,-448766813,,negative equity,
PIAA,2021,L3,Eq,-497463605,,negative equity,
PIAA,2022,L3,Eq,-587673889,,negative equity,
PIBTL,2019,L5,current_liabilities,3406898,4389087.0,VLM vs parser,
PIBTL,2020,L5,current_liabilities,3263228,4245417.0,VLM vs parser,
PIBTL,2021,L5,current_assets,4164677,4219127.0,VLM vs parser,
PIBTL,2024,L5,current_assets,6303189,12606378.0,VLM vs parser,
PIBTL,2024,L5,current_liabilities,6072838,6161714.0,VLM vs parser,
PICT,2015,L5,current_assets,1854839,2188291.0,VLM vs parser,
PICT,2017,L5,current_liabilities,1452166,1752737.0,VLM vs parser,
PICT,2024,L5,current_assets,5068420,5068.42,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
PICT,2024,L5,current_liabilities,3627772,3627.77,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
PICT,2024,L5,net_income,649096,1800.5,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
PICT,2024,L5,total_assets,5068420,5068.42,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
PICT,2024,L5,total_liabilities,3627772,3627.77,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
PIL,2018,L3,Eq,-15819,,negative equity,
PIL,2019,L3,Eq,-17994,,negative equity,
PIL,2020,L3,Eq,-18006,,negative equity,
PIL,2021,L3,Eq,-18438,,negative equity,
PIL,2022,L3,Eq,-19510,,negative equity,
PIL,2023,L3,Eq,-15946,,negative equity,
PIL,2024,L3,Eq,-10974,,negative equity,
PIL,2025,L3,Eq,-29158,,negative equity,
PIM,2024,L5,current_liabilities,13153445,27153446.0,VLM vs parser,
PIM,2025,L5,current_liabilities,14613072,15290640.0,VLM vs parser,
PINL,2016,L3,TA,242464,3685412.0,YoY x0.1,
PINL,2016,L5,total_assets,242464,3745154.0,VLM vs parser,
PINL,2017,L2,total_assets,3501615,3599157.0,prior-year overlap,
PINL,2017,L2,total_equity,1133709,1183220.0,prior-year overlap,
PINL,2017,L3,Sales,517834,64746,YoY x8.0,
PINL,2017,L3,TA,3501615,242464,YoY x14.4,
PINL,2024,L1,TA=TL+Eq,3005670,2942440,,
PINL,2025,L1,TA=TL+Eq,3354884,2893260,,
PIOC,2016,L5,current_assets,4267511,4336973.0,VLM vs parser,
PIOC,2016,L5,current_liabilities,1752218,1797772.0,VLM vs parser,
PIOC,2018,L5,current_liabilities,4450628,4618530.0,VLM vs parser,
PIOC,2021,L5,current_assets,8382541,8742588.0,VLM vs parser,
PKGI,2016,L2,total_equity,641971.91,567833.277,prior-year overlap,
PKGI,2016,L5,cash,162288518,3430.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
PKGI,2016,L5,ppe,121742329,121742.0,VLM vs parser,
PKGI,2018,L1,TA=TL+Eq,637138766,630790615,,
PKGI,2024,L1,TA=TL+Eq,716253726,602194471,,
PKGI,2025,L1,TA=TL+Eq,910102446,777602867,,
PKGI,2025,L3,Sales,120229.893,7539.497,YoY x15.9,
PKGP,2019,L5,current_liabilities,12380051,12714420.0,VLM vs parser,
PKGP,2021,L2.5,revenue,19900766,6095.0,summary-vs-audited,
PKGP,2021,L2.5,total_assets,25630914,40266.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
PKGP,2022,L5,current_assets,21985512,22342687.0,VLM vs parser,
PKGP,2023,L2,net_income,3136234.0,5863299.0,prior-year overlap,
PKGP,2024,L2,cash,10000,100004.0,prior-year overlap,
PKGP,2024,L5,cash,10000,100004.0,VLM vs parser,
PKGP,2025,L3,Sales,925405,11316380,YoY x0.1,
PKGP,2025,L5,current_assets,13697986,27701843.0,VLM vs parser,
PKGS,2013,L5,current_assets,8359417,22902709.0,VLM vs parser,
PKGS,2014,L5,net_income,2536304,1546709.0,VLM vs parser,
PKGS,2016,L5,gross_profit,3617997,3361408.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
PKGS,2020,L5,total_assets,101859907,12231937.0,VLM vs parser,
PKGS,2020,L5,total_liabilities,44083226,9149035.0,VLM vs parser,
PKGS,2021,L2,cash,368165,1008150.0,prior-year overlap,
PKGS,2022,L5,cash,1008150,2189577.0,VLM vs parser,
PKGS,2023,L5,current_liabilities,77163765,1917.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
PKGS,2024,L3,Sales,176761284,6393305,YoY x27.6,
PKGS,2025,L5,cash,232515,676268.0,VLM vs parser,
PKGS,2025,L5,current_assets,4989255,4989.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
PKGS,2025,L5,ppe,738009,738.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
PMI,2015,L3,Sales,55897116,64437.402,YoY x867.5,
PMPK,2015,L2.5,total_assets,19307621,5493579.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
PMPK,2015,L5,current_liabilities,16658294,17632106.0,VLM vs parser,
PMPK,2016,L2.5,total_assets,18027011,5493579.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
PMPK,2016,L3,Eq,13590036,2649327,YoY x5.1,
PMPK,2018,L2.5,total_assets,18158152,12610646.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
PMPK,2019,L2.5,total_assets,16357821,10650883.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
PMPK,2020,L2.5,total_assets,19203960,11398921.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
PMPK,2021,L2.5,total_assets,21426276,13505614.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
PMPK,2022,L2.5,total_assets,26675675,15485869.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
PMPK,2022,L5,gross_profit,8894983,5746361.0,VLM vs parser,
PMPK,2022,L5,ppe,5443070,95105.0,VLM vs parser,
PMPK,2024,L5,current_liabilities,15012,15012085.0,VLM vs parser,
PMRS,2013,L1,Sales-COGS=GP,-1915,500477,,
PMRS,2013,L5,current_assets,661304,735647.0,VLM vs parser,
PMRS,2013,L5,gross_profit,500477,-1915.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
PMRS,2016,L5,current_assets,87437,556532.0,VLM vs parser,
PMRS,2016,L5,ppe,94121,927819.0,VLM vs parser,
PMRS,2016,L5,total_assets,206701,1881265.0,VLM vs parser,
PMRS,2018,L5,current_assets,790651,870508.0,VLM vs parser,
PMRS,2019,L5,current_assets,659157,873398.0,VLM vs parser,
PMRS,2019,L5,current_liabilities,899011,965677.0,VLM vs parser,
PMRS,2021,L5,current_assets,505197,530204.0,VLM vs parser,
PMRS,2021,L5,current_liabilities,432298,702298.0,VLM vs parser,
PMRS,2023,L5,current_liabilities,249508,1490438.0,VLM vs parser,
POL,2013,L5,current_assets,16612532,20511440.0,VLM vs parser,
POL,2021,L5,current_assets,63825826,70202107.0,VLM vs parser,
POL,2024,L2,revenue,65290432,70884309.0,prior-year overlap,
POML,2021,L3,Sales,398.184,5268462.35,YoY x0.0,
POML,2022,L3,Sales,8837676.009,398.184,YoY x22195.0,
PPL,2013,L2.5,net_income,41951196,19707.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
PPL,2014,L2.5,net_income,51417378,27703.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
PPL,2015,L2,total_assets,247675823,244028523.0,prior-year overlap,
PPL,2015,L2.5,net_income,34253451,23321.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
PPL,2015,L5,current_liabilities,22987873,26711221.0,VLM vs parser,
PPL,2016,L2.5,net_income,17242019,31446.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
PPL,2016,L5,current_liabilities,31795252,35518600.0,VLM vs parser,
PPL,2017,L2.5,net_income,35678643,40926.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
PPL,2020,L2.5,net_income,50256270,38399.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
PPL,2021,L2.5,net_income,52431400,17242.0,summary-vs-audited,
